id	text	en	loc
11308	퀴키팔 들어가기	Enter the Quickie Pal	QuickiePalOutside.dinky
11309	메인 스트리트	Main Street	QuickiePalOutside.dinky
11310	화장실 문	bathroom door	QuickiePalOutside.dinky
11311	그 화장실 문	the bathroom door	QuickiePalOutside.dinky
11312	들어가기	Enter	QuickiePalOutside.dinky
11313	화장실 들어가기	Enter bathroom	QuickiePalOutside.dinky
11314	전망	vista	QuickiePalOutside.dinky
11315	무비트론 3000™	MovieTron 3000™	QuickiePalOutside.dinky
11316	그 무비트론 3000™	the MovieTron 3000™	QuickiePalOutside.dinky
11317	오래된 랜섬 더 클라운 포스터네.	It's an old Ransome the Clown poster.	Alleyway.dinky
11318	그 사람의 훌륭한 풍자 공연이 제일 그리운 것 같아.	I think I miss his brilliant performance satire most of all.	Alleyway.dinky
11319	좀 예술적이긴 한데, 나탈리가 이걸 원할 것 같진 않아.	Kind of artsy, but I don't think Natalie will want this one.	Alleyway.dinky
11320	랜섬 더 클라운 포스터야!	It's a Ransome the Clown poster!	Alleyway.dinky
11321	사진이 꽤 형편없네. 랜섬인지 아무도 못 알아볼 거야.	That's a pretty crappy photo. No one's going to know it's Ransome.	Alleyway.dinky
11322	사진이 꽤 형편없네. 랜섬인지 아무도 못 알아볼 거야.	That's a pretty crappy photo. No one's going to know it's Ransome.	Alleyway.dinky
11323	좀 예술적이긴 한데, 나탈리가 이걸 원할 것 같진 않아.	Kind of artsy, but I don't think Natalie will want this one.	Alleyway.dinky
11324	이건 별로 둥글지 않은 것 같아.	I don't think this is round enough.	Alleyway.dinky
11325	쓰레기통치고는 사실 꽤 깨끗하네. 전혀 역겹지 않아.	It's actually pretty clean for a trash can. Not disgusting at all.	Alleyway.dinky
11326	내가 본 것 중 두 번째로 깨끗한 쓰레기통이네.	This is the second cleanest trash can I've ever seen.	Alleyway.dinky
11327	깨끗할지는 몰라도, 안을 들여다보고 싶진 않아.	It may be clean, but I'm not interested in looking inside.	Alleyway.dinky
11328	쓰레기통 여는 게 내 업무 범위인 것 같진 않은데.	I don't think opening trash cans is part of my job description.	Alleyway.dinky
11329	상자 안에 고양이가 있는 것도, 없는 것도 딱히 웃기지 않아.	Nothing funny about a cat in a box. Or no cat in a box.	Alleyway.dinky
11330	여전히 그냥 빈 상자네.	It's still just an empty box.	Alleyway.dinky
11331	다이너 뒷문이야. 항상 잠겨 있어.	It's the back door to the Diner. It's always locked.	Alleyway.dinky
11332	잠겨 있어.	It's locked.	Alleyway.dinky
11333	오, 팀블콘 88 포스터네!	Ooh, a ThimbleCon 88 poster!	Alleyway.dinky
11334	제이 베인이 붙이게 해주면 우리 MMucasFlem 사무실에 걸어두면 멋질 텐데.	This would look great in my MMucasFlem office, if Jay Bane will let me put it up.	Alleyway.dinky
11335	풀로 붙어 있어서 뗄 수가 없어.	It's glued on and I can't pull it off.	Alleyway.dinky
11336	안녕 랜섬!	Hi Ransome!	Alleyway.dinky
11337	물이 풀을 녹여줄지도 몰라.	Maybe the water will dissolve the glue.	Alleyway.dinky
11338	됐다! 포스터 둘 다 안 상하고.	That worked! And without damaging either poster.	Alleyway.dinky
11339	안녕 랜섬!	Hi Ransome!	Alleyway.dinky
11340	원래 설정으로 돌아갔네.	It's back to its original setting.	Alleyway.dinky
11341	샌디나 데이브가 알아냈나 보네.	Guess Sandy or Dave figured it out.	Alleyway.dinky
11342	밸브가 완전히 열려 있어!	The valve is set to full on!	Alleyway.dinky
11343	녹슨 오래된 밸브네. '팀블위드 파크 가스 회사, 손대지 마시오'라고 쓰여 있어.	It's a rusty old valve. It says “Thimbleweed Park Gas Company, Do Not Touch”.	Alleyway.dinky
11344	꽉 막혀 있어. 못 움직이겠어.	It's stuck. I can't move it.	Alleyway.dinky
11345	또 꽉 막혔어.	It's stuck again.	Alleyway.dinky
11346	포스터	poster	Alleyway.dinky
11347	랜섬 더 클라운 포스터	Ransome the Clown poster	Alleyway.dinky
11348	포스터 모서리	poster edge	Alleyway.dinky
11349	랜섬 더 클라운 포스터	Ransome the Clown poster	Alleyway.dinky
11350	랜섬 더 클라운 포스터	Ransome the Clown poster	Alleyway.dinky
11351	쓰레기통	trash can	Alleyway.dinky
11352	상자	box	Alleyway.dinky
11353	메인 스트리트	Main Street	Alleyway.dinky
11354	문	door	Alleyway.dinky
11355	다이너 뒷문	the Diner back door	Alleyway.dinky
11356	포스터	poster	Alleyway.dinky
11357	팀블콘 포스터	ThimbleCon poster	Alleyway.dinky
11358	랜섬 더 클라운 포스터	Ransome the Clown poster	Alleyway.dinky
11359	밸브	valve	Alleyway.dinky
11360	가스 밸브	gas valve	Alleyway.dinky
11361	팀블콘 '88과 함께 팀블콘을 즐길 시간!	It's time to do the ThimbleCon with ThimbleCon '88!	AStreet.dinky
11362	공상과학 쇼와 영화, 만화책, 그리고 최신 컴퓨터·비디오 게임 기술!	Sci-fi shows and movies, comic books, and the latest computer and video game technology!	AStreet.dinky
11363	매진되기 전에 티켓을 구하세요.	Get your tickets before they are all gone.	AStreet.dinky
11364	제 서점 뒷마당에 오래된 캔이랑 병 좀 그만 던지세요.	Please stop throwing your old cans and bottles into the backyard of my bookstore.	AStreet.dinky
11365	저주 거는 법 알고 있어요!	I know how to curse you!	AStreet.dinky
11366	구함 - 의류 기부	Wanted - Clothes Donations	AStreet.dinky
11367	레노어에게 고급스러운 옷 좀 도와주세요.	Help Lenore out with some classy clothes.	AStreet.dinky
11368	안 입은 새 옷이면 더 좋겠지만, 그렇게 까다롭게 굴 처지는 아니네요.	I'd rather you hadn't worn them, but I guess I can't be picky.	AStreet.dinky
11369	세이플리 퍼스트 저축은행 - 안전하게 저축하는 게 똑똑하게 저축하는 것!	Safely First Savings - Where saving safely is saving smartly!	AStreet.dinky
11370	주식 시장이 치솟고 있습니다, 당분간 떨어질 기미는 안 보이네요!	The stock market is soaring, we don't see it coming down anytime soon!	AStreet.dinky
11371	여러분의 보안관은 여러분이 친환경적이고 깨끗하길-레노 바랍니다!	Your sheriff wants you to be green and clean-a-reno!	AStreet.dinky
11372	고속도로에 쓰레기를 버리거나 상점 앞을 훼손하지 마세요!	Don't litter on the highway or vandalize the storefronts!	AStreet.dinky
11373	최신 필로우베어™가 곧 출시됩니다!	The latest PillowBears™ are almost here!	AStreet.dinky
11374	1988년 신상 컬러!	New colors for 1988!	AStreet.dinky
11375	피전 자매 배관	Pigeon Sisters Plumbing	AStreet.dinky
11376	'저희가 새는 물을 고쳐드릴게요'	'So let us fix your leaking waters'	AStreet.dinky
11377	'그 무엇보다 빠른'	'Nothing is faster'	AStreet.dinky
11378	'피전 자매들보다요'	'than the Pigeon daughters'	AStreet.dinky
11379	사랑을 찾아서	Looking for Love	AStreet.dinky
11380	어젯밤 전망대에서 노닥거리던 그분을 찾습니다.	Seeking the person hanging out at the Vista last night.	AStreet.dinky
11381	우리 뭔가 통했던 것 같아요.	I think we might have a connection.	AStreet.dinky
11382	레이저 앤 더 스커메츠, 더 히친 포스트에서 라이브 공연!	Razor and the Scummettes playing live at The Hitchin' Post!	AStreet.dinky
11383	GT 앤 더 석션 컵스가 오프닝을 맡습니다.	Support by GT and the Suction Cups.	AStreet.dinky
11384	밤새 기계 황소 타기 무료!	Mechanical bull rides free all night!	AStreet.dinky
11385	스투펜더스 브라더스 이동 서커스	Stupendous Brothers Traveling Circus	AStreet.dinky
11386	헤드라인 공연 - 랜섬 더 클라운!	Headline Act - Ransome the Clown!	AStreet.dinky
11387	가족 공연은 오후 2시에 시작합니다.	Family show starts at 2pm.	AStreet.dinky
11388	지역 아티스트들의 가장 죽여주는 히트곡을 들으려면 KSCUM 198.7 FM으로 채널을 돌리세요!	Turn your dials to KSCUM 198.7 FM for the gnarliest hits from local artists!	AStreet.dinky
11389	DJ 캐시가 말하길 '튜나 헤드 좋아하시길 바라요!'	DJ Cassie says 'I hope you like Tuna Head!'	AStreet.dinky
11390	시청 기념식	Ceremony at City Hall	AStreet.dinky
11391	시청이 척 E. 에드먼드 시청으로 이름이 바뀝니다...	City Hall is being renamed the Chuck E. Edmund City Hall...	AStreet.dinky
11392	...척이 마을을 위해 해온 모든 일을 기리며.	...in honor of everything Chuck has done for the town.	AStreet.dinky
11393	얼른 나으세요 척. 보고 싶어요.	Get better Chuck. We miss you.	AStreet.dinky
11394	이건 그냥 텍스트네. 좋은 사진을 위해선 더 인상적인 게 필요해.	This is just text. I need something more impressive for a good photo.	AStreet.dinky
11395	쪽지보다 사진 찍기 좋은 뭔가가 필요해.	I need something more photographic than a note.	AStreet.dinky
11396	너무 심하게 낡아서 좋은 사진이 안 나오겠어.	It's too badly weathered for a good photo.	AStreet.dinky
11397	좀 무섭긴 한데, 딱히 역겹진 않아.	It's a bit scary, but not really disgusting.	AStreet.dinky
11398	쓰레기통이 불타고 있어!	It's a burning trash can!	AStreet.dinky
11399	아야! 내 발가락!	Ouch! My toe!	AStreet.dinky
11400	인벤토리 구멍에 넣기엔 너무 뜨거워.	That's too hot to put in my inventory-hole.	AStreet.dinky
11401	나 부자다!	I'm rich!	AStreet.dinky
11402	사람들이 재활용을 좀 했으면 좋겠어.	I wish people would recycle.	AStreet.dinky
11403	지구 전체 생태 재앙이 백 년도 더 남았다는 건 알지만, 그래도.	I know any planet-wide ecological catastrophe is a hundred or more years away, but still.	AStreet.dinky
11404	마담 모레나가 또 그 끝없는 오컬트 세일을 하고 있나 보네.	Looks like Madame Morena is having one of her never ending occult sales.	AStreet.dinky
11405	마담 모레나가 그 '으스스한' 동작 감지 센서를 꺼놨나 보네.	Looks like Madame Morena turned off her “spooky” motion sensors.	AStreet.dinky
11406	그걸로 아무도 못 속였는데.	She wasn't fooling anyone with those.	AStreet.dinky
11407	그리고 그래, 나 지금 손가락 따옴표 쓴 거 맞아.	And yes, I was using air-quotes.	AStreet.dinky
11408	이건 나탈리한테 줄 만큼 역겹진 않은 것 같아.	I don't think this is disgusting enough for Natalie.	AStreet.dinky
11409	냄새나는 쓰레기로 가득 차 있어.	Filled to the brim with smelly trash.	AStreet.dinky
11410	팀블콘 광고	ThimbleCon advertisement	AStreet.dinky
11411	a	a	AStreet.dinky
11412	공식 공지	official notice	AStreet.dinky
11413	an	an	AStreet.dinky
11414	개인 광고	personals advertisement	AStreet.dinky
11415	a	a	AStreet.dinky
11416	은행 광고	banking advertisement	AStreet.dinky
11417	a	a	AStreet.dinky
11418	공익 광고	public service announcement	AStreet.dinky
11419	a	a	AStreet.dinky
11420	필로우베어™ 광고	PillowBear™ advertisement	AStreet.dinky
11421	a	a	AStreet.dinky
11422	배관 광고	plumbing advertisement	AStreet.dinky
11423	a	a	AStreet.dinky
11424	만남 놓친 사람 찾기 광고	missed connection ad	AStreet.dinky
11425	a	a	AStreet.dinky
11426	오래된 광고	old advertisement	AStreet.dinky
11427	an	an	AStreet.dinky
11428	낡은 광고	weathered advertisement	AStreet.dinky
11429	a	a	AStreet.dinky
11430	라디오 광고	radio advertisement	AStreet.dinky
11431	a	a	AStreet.dinky
11432	공식 발표	official announcement	AStreet.dinky
11433	an	an	AStreet.dinky
11434	우체국 문	Post Office door	AStreet.dinky
11435	그 우체국 문	the Post Office door	AStreet.dinky
11436	들어가기	Enter	AStreet.dinky
11437	우체국 들어가기	Enter Post Office	AStreet.dinky
11438	니켈 뉴스 문	Nickel News door	AStreet.dinky
11439	그 니켈 뉴스 문	the Nickel News door	AStreet.dinky
11440	들어가기	Enter	AStreet.dinky
11441	니켈 뉴스 들어가기	Enter Nickel News	AStreet.dinky
11442	쪽지	note	AStreet.dinky
11443	쪽지	note	AStreet.dinky
11444	쪽지	note	AStreet.dinky
11445	쪽지	note	AStreet.dinky
11446	쪽지	note	AStreet.dinky
11447	쪽지	note	AStreet.dinky
11448	쪽지	note	AStreet.dinky
11449	쪽지	note	AStreet.dinky
11450	쪽지	note	AStreet.dinky
11451	쪽지	note	AStreet.dinky
11452	쪽지	note	AStreet.dinky
11453	쪽지	note	AStreet.dinky
11454	쓰레기통	trash can	AStreet.dinky
11455	10센트	dime	AStreet.dinky
11456	메인 스트리트	Main Street	AStreet.dinky
11457	병	bottle	AStreet.dinky
11458	표지판	sign	AStreet.dinky
11459	그 서점 세일 표지판	the bookstore sale sign	AStreet.dinky
11460	서점 문	bookstore door	AStreet.dinky
11461	그 서점 문	the bookstore door	AStreet.dinky
11462	들어가기	Enter	AStreet.dinky
11463	오컬트 서점 들어가기	Enter Occult Bookstore	AStreet.dinky
11464	쓰레기 수거함	dumpster	AStreet.dinky
11465	뭘 원하는지 모르면 책에 손대지 마세요!	Don't touch the books unless you know what you want!	BookStore.dinky
11466	그냥 작은 사다리네.	Just a small ladder.	BookStore.dinky
11467	그냥 키 크고 삐걱거려 보이는 사다리네.	Just a tall, rickety-looking ladder.	BookStore.dinky
11468	내가 좋아하는 그 신작 게임에 나오는 죽은 사촌 테드처럼 생겼네.	Kind of looks like Dead Cousin Ted from that new game I love.	BookStore.dinky
11469	소름 끼치네.	Creepy.	BookStore.dinky
11470	왜 인형을 갖고 놀고 싶어 하는지 모르겠어.	Not sure why anyone wants to play with dolls.	BookStore.dinky
11471	저건 그 포트란 책이네, 30년 된 컴퓨터 언어.	It's that book on Fortran, a 30-year-old computer language.	BookStore.dinky
11472	포트란에 관한 책이네, 30년 된 컴퓨터 언어.	It's a book on Fortran, a 30-year-old computer language.	BookStore.dinky
11473	여기 위에서 보니 경치 좋네. S&D 다이너도 보이고.	Nice view from up here. I can see the S&D Diner.	BookStore.dinky
11474	이렇게 쓰여 있어...	It reads...	BookStore.dinky
11475	'소름 끼치는 눈.'	“Creepy eyes.”	BookStore.dinky
11476	'소름 끼치는 코.'	“Creepy nose.”	BookStore.dinky
11477	'소름 끼치는 발.'	“Creepy feet.”	BookStore.dinky
11478	'소름 끼치는 발가락.'	“Creepy toes.”	BookStore.dinky
11479	'  - 해피 발렌타인데이'	“  - Happy Valentine's Day”	BookStore.dinky
11480	어쩌고 저쩌고 저쩌고...	bla bla bla bla...	BookStore.dinky
11481	문	door	BookStore.dinky
11482	그 서점 문	the bookstore door	BookStore.dinky
11483	나가기	Leave	BookStore.dinky
11484	서점 나가기	Leave the bookstore	BookStore.dinky
11485	사다리	ladder	BookStore.dinky
11486	사다리	ladder	BookStore.dinky
11487	미라	mummy	BookStore.dinky
11488	인형	doll	BookStore.dinky
11489	포트란 배우기	Learning Fortran	BookStore.dinky
11490	포트란 책	a Fortran book	BookStore.dinky
11491	창문	window	BookStore.dinky
11492	마을	the town	BookStore.dinky
11493	사용 중이야.	It's in use.	Bathroom.dinky
11494	전원이 안 들어온 것 같아.	I don't think the power is on.	Bathroom.dinky
11495	완전 더러운 변기야!	It's a gross toilet!	Bathroom.dinky
11496	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11497	완전 더러운 변기 손잡이야!	It's a gross toilet handle!	Bathroom.dinky
11498	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11499	완전 더러운 세면대야!	It's a gross sink!	Bathroom.dinky
11500	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11501	내가 기억하는 한 계속 고장 나 있었어.	This has been broken for as long as I can remember.	Bathroom.dinky
11502	배수구 아래로.	Down the drain.	Bathroom.dinky
11503	완전 더러운 수도꼭지야!	It's a gross faucet!	Bathroom.dinky
11504	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11505	사진이 더러운 수도꼭지에서 나오는 물보다는 나아야 해.	Photo needs to be better than water from a gross faucet.	Bathroom.dinky
11506	사진이 더러운 세면대에서 나오는 물보다는 나아야 해.	Photo needs to be better than water from a gross sink.	Bathroom.dinky
11507	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11508	내가 기억하는 한 계속 고장 나 있었어.	This has been broken for as long as I can remember.	Bathroom.dinky
11509	이 정도면 될 거야.	That should do it.	Bathroom.dinky
11510	고양이한테 재미없는 방향으로 걸린 두루마리 휴지네.	It's a roll of toilet paper in the “boring for cats” position.	Bathroom.dinky
11511	고양이한테 재밌는 방향으로 걸린 두루마리 휴지네.	It's a roll of toilet paper in the “fun for cats” position.	Bathroom.dinky
11512	두루마리 휴지네.	It's a roll of toilet paper.	Bathroom.dinky
11513	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11514	드라이버야!	It's a screwdriver!	Bathroom.dinky
11515	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11516	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11517	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11518	때 사이로 내 모습이 보이네.	I can see myself through the grime.	Bathroom.dinky
11519	웃어!	Smile!	Bathroom.dinky
11520	웃어!	Smile!	Bathroom.dinky
11521	이건 나탈리한테 줄 만큼 역겹진 않은 것 같아.	I don't think this is disgusting enough for Natalie.	Bathroom.dinky
11522	저긴 절대 안 들여다볼 거야, 여기서도 냄새가 나!	No way am I going to look in there, I can smell it from here!	Bathroom.dinky
11523	너무 어두워서 안 보여.	It's too dark to see.	Bathroom.dinky
11524	화장실 문	bathroom door	Bathroom.dinky
11525	그 화장실 문	the bathroom door	Bathroom.dinky
11526	나가기	Leave	Bathroom.dinky
11527	화장실 나가기	Leave bathroom	Bathroom.dinky
11528	조명 스위치	light switch	Bathroom.dinky
11529	변기	toilet	Bathroom.dinky
11530	뭔가	something	Bathroom.dinky
11531	변기 손잡이	toilet handle	Bathroom.dinky
11532	뭔가	something	Bathroom.dinky
11533	세면대	sink	Bathroom.dinky
11534	뭔가	something	Bathroom.dinky
11535	수도꼭지	faucet	Bathroom.dinky
11536	뭔가	something	Bathroom.dinky
11537	두루마리 휴지	toilet paper	Bathroom.dinky
11538	뭔가	something	Bathroom.dinky
11539	두루마리 휴지	toilet paper	Bathroom.dinky
11540	드라이버	screwdriver	Bathroom.dinky
11541	뭔가	something	Bathroom.dinky
11542	거울	mirror	Bathroom.dinky
11543	뭔가	something	Bathroom.dinky
11544	나	me	Bathroom.dinky
11545	쓰레기통	trash can	Bathroom.dinky
11546	뭔가	something	Bathroom.dinky
11547	^사진 %d장을 더 제출해야 MMucasFlem 게임 개발자 일로 돌아갈 수 있어.	^You need to turn in %d more photos before returning to your game developer job at MMucasFlem.	StartScreen.dinky
11548	카메라부터 찾아서 목록 확인하고 시작해야겠다.	I better find that camera, take a look at the list, and get cracking.	StartScreen.dinky
11549	가스가 너무 세게 나오고 있어!	Gas is on too high!	Diner.dinky
11550	아아아악!	Agggg!	Diner.dinky
11551	이런이런이런!	Man oh man oh man!	Diner.dinky
11552	안 돼애애!	Noooo!	Diner.dinky
11553	누가 가스 좀 줄여줘!	Someone turn down the gas!	Diner.dinky
11554	엎드려! 그대로 있어!	Down! Stay down!	Diner.dinky
11555	고베 소고기 핫도그네.	It's a Kobe beef hot dog.	Diner.dinky
11556	스위스 돼지고기 핫도그네.	It's a Swiss pork hot dog.	Diner.dinky
11557	허브 치킨 핫도그네.	It's a herb and chicken hot dog.	Diner.dinky
11558	프렌치 머스터드 케일 베지도그네.	It's a French mustard and kale veggie dog.	Diner.dinky
11559	KSCUM에 맞춰져 있네. 당연히 그래야지!	It's tuned to KSCUM. As it should be!	Diner.dinky
11560	KSCUM이 더 필요해!	Needs more KSCUM!	Diner.dinky
11561	고급스럽네! 온갖 종류의 고급 핫도그가 다 있어.	Fancy stuff! All kinds of gourmet hot dogs.	Diner.dinky
11562	데이브랑 샌디가 그 상들을 다 탄 뒤로 확실히 품질이 좋아졌네.	Quality sure has gone up since Dave and Sandy won all those awards.	Diner.dinky
11563	불이 엄청 많이 났네!	That's a lot of fire!	Diner.dinky
11564	위험해 보이는데! 기사를 위해서라면야.	Looks dangerous! Anything for a story.	Diner.dinky
11565	문	door	Diner.dinky
11566	그 다이너 문	the Diner door	Diner.dinky
11567	나가기	Leave	Diner.dinky
11568	다이너 나가기	Leave the Diner	Diner.dinky
11569	핫도그	hot dog	Diner.dinky
11570	핫도그	hot dog	Diner.dinky
11571	핫도그	hot dog	Diner.dinky
11572	핫도그	hot dog	Diner.dinky
11573	라디오	radio	Diner.dinky
11574	메뉴	menu	Diner.dinky
11575	그 다이너 메뉴	the Diner menu	Diner.dinky
11576	불덩이	fireballs	Diner.dinky
11577	데이브와 불덩이들	Dave and the fireballs	Diner.dinky
11578	그냥 서랍이네.	Just a drawer.	SheriffsOffice.dinky
11579	그냥 버려진 서커스에 관한 이상한 경찰 보고서네. 근데 버려진 게 아닌데.	Just the odd police report about the abandoned circus. Which isn't abandoned.	SheriffsOffice.dinky
11580	그냥 오래된 경찰 파일들이네.	Just some old police files.	SheriffsOffice.dinky
11581	그냥 오래된 경찰 보고서들이네.	Just some old police reports.	SheriffsOffice.dinky
11582	경범죄 보고서들이네.	Reports of minor infractions.	SheriffsOffice.dinky
11583	이상하다고? 버려진 서커스에서 있었던 문제에 대한 경찰 보고서가 있다고?	That's odd? There is a police report for trouble at the abandoned circus?	SheriffsOffice.dinky
11584	서커스가 버려진 게 아니라고? 랜섬이 그 어느 때보다 인기 많은데.	The circus isn't abandoned? Ransome has never been more popular.	SheriffsOffice.dinky
11585	그냥 오래된 경찰 파일들이네.	Just some old police files.	SheriffsOffice.dinky
11586	그냥 오래된 경찰 보고서들이네.	Just some old police reports.	SheriffsOffice.dinky
11587	경범죄 보고서들이네.	Reports of minor infractions.	SheriffsOffice.dinky
11588	이 문 열어!	Open this door!	SheriffsOffice.dinky
11589	지금 당장 이 문 열어!	Open this door now!	SheriffsOffice.dinky
11590	이 문 열어-레노!	Open this door-a-reno!	SheriffsOffice.dinky
11591	난 법을 집행하는 사람이야-레노!	I'm an officer of the law-a-reno!	SheriffsOffice.dinky
11592	이거로 딱지 뗄 수도 있어-레노.	I could write-a-reno you a ticket for this.	SheriffsOffice.dinky
11593	아레노! 아레노! 아레노-경보-레노!	A-reno! A-reno! A-reno-alert-a-reno!	SheriffsOffice.dinky
11594	왜 오늘 내 관급 리볼버를-레노 안 가져왔지?	Why didn't I bring my service-revolver-a-reno today?	SheriffsOffice.dinky
11595	빌어먹을-레노!	Dagnabbit-a-reno!	SheriffsOffice.dinky
11596	이게 뭐야-레노!	What-the-a-reno!	SheriffsOffice.dinky
11597	빌어먹을-레노!	Dagnabbit-a-reno!	SheriffsOffice.dinky
11598	무전기에 손이 안 닿아-레노.	I can't reach the radio-a-reno.	SheriffsOffice.dinky
11599	딜로리스!!	Delores!!	SheriffsOffice.dinky
11600	요즘 애들이란-레노!	Kids-a-reno these days!	SheriffsOffice.dinky
11601	내 열쇠 어디 갔지?	Where's my key?	SheriffsOffice.dinky
11602	이게 뭐야-레노!	What-the-a-reno!	SheriffsOffice.dinky
11603	그거 만지지 마-레노.	Don't touch that-a-reno.	SheriffsOffice.dinky
11604	흥!	Humph!	SheriffsOffice.dinky
11605	요즘 애들이란-레노!	Kids-a-reno these days!	SheriffsOffice.dinky
11606	왜?	Why?	SheriffsOffice.dinky
11607	나가주게-레노.	Please leave-a-reno.	SheriffsOffice.dinky
11608	이게 뭐야-레노!	What-the-a-reno!	SheriffsOffice.dinky
11609	그 사람이 안 보이는데-어후?	I don't see him-a-who?	SheriffsOffice.dinky
11610	보안관님이 여기 안 계신데-어후?	Sheriff's not here-a-who?	SheriffsOffice.dinky
11611	보안관님이 잠깐 나가신 게-어후 틀림없나-어후?	Sheriff must have stepped-a-who out-a-who?	SheriffsOffice.dinky
11612	열쇠가 어디 있지-레노?	Where is the key-a-reno?	SheriffsOffice.dinky
11613	너 열쇠 갖고 있어-레노?	Do you have-a-reno the key?	SheriffsOffice.dinky
11614	나가야 해-레노.	I need to get out-a-reno.	SheriffsOffice.dinky
11615	나 열쇠 없어-레노!	I don't have-a-reno the key!	SheriffsOffice.dinky
11616	열쇠가 어디 있지-어후?	Where is the key-a-who?	SheriffsOffice.dinky
11617	너 열쇠 갖고 있어-어후?	Do you have-a-who the key?	SheriffsOffice.dinky
11618	너 나가야 해-어후.	You need to get out-a-who.	SheriffsOffice.dinky
11619	나 열쇠 없어-어후!	I don't have-a-who the key!	SheriffsOffice.dinky
11620	이것들 진짜 소름 끼쳤는데. 꺼져서 다행이야.	These things were creepy. I'm glad they were deactivated.	SheriffsOffice.dinky
11621	수배 포스터네.	It's a wanted poster.	SheriffsOffice.dinky
11622	저건 상자 안에 들어있던 것 같은데.	I think that one came in the box.	SheriffsOffice.dinky
11623	수배: 수배 포스터 한 장. 현상금 없음.	Wanted: One wanted poster. No reward.	SheriffsOffice.dinky
11624	공식 경찰 전화기네.	It's an official police phone.	SheriffsOffice.dinky
11625	이봐! 그건 공식 경찰-레노 전화기야. 누가 긴급 상황으로-레노 전화할 수도 있어.	Hey! That's an official police-a-reno phone. Someone might call in with an emergency-a-reno.	SheriffsOffice.dinky
11626	그건 공식 '경찰-레노' 전화기야. 누가 '긴급 상황-레노'으로 전화할 수도 있고.	That's an official “police-a-reno” phone. Someone might call in with an “emergency-a-reno”.	SheriffsOffice.dinky
11627	그건 공식 경찰 전화기야. 누가 긴급 상황으로 전화할 수도 있어.	That's an official police phone. Someone might call in with an emergency.	SheriffsOffice.dinky
11628	캐비닛이야!	It's a cabinet!	SheriffsOffice.dinky
11629	캐비닛이야!	It's a cabinet!	SheriffsOffice.dinky
11630	큰 열쇠네.	It's a large key.	SheriffsOffice.dinky
11631	그 열쇠 만지지 마-레노.	Don't touch the key-a-reno.	SheriffsOffice.dinky
11632	KSCUM에 맞춰져 있네. 당연히 그래야지!	It's tuned to KSCUM. As it should be!	SheriffsOffice.dinky
11633	KSCUM이 더 필요해!	Needs more KSCUM!	SheriffsOffice.dinky
11634	여기 갇히면 진짜 싫을 것 같아.	I'd hate to get locked up in here.	SheriffsOffice.dinky
11635	잠겨 있어.	It's locked.	SheriffsOffice.dinky
11636	다들 저렇게 화나 있는데 그 사람을 풀어주고 싶진 않아.	I don't want to let him out while they are so upset.	SheriffsOffice.dinky
11637	다들 화나 보이네.	They look upset.	SheriffsOffice.dinky
11638	어레스트트론 3000™	ArrestTron 3000™	SheriffsOffice.dinky
11639	그 어레스트트론 3000™	the ArrestTron 3000™	SheriffsOffice.dinky
11640	문	door	SheriffsOffice.dinky
11641	나가기	Leave	SheriffsOffice.dinky
11642	보안관 사무실 나가기	Leave the Sheriff's Office	SheriffsOffice.dinky
11643	포스터	poster	SheriffsOffice.dinky
11644	포스터	poster	SheriffsOffice.dinky
11645	포스터	poster	SheriffsOffice.dinky
11646	전화기	phone	SheriffsOffice.dinky
11647	캐비닛	cabinet	SheriffsOffice.dinky
11648	캐비닛	cabinet	SheriffsOffice.dinky
11649	열쇠	key	SheriffsOffice.dinky
11650	라디오	radio	SheriffsOffice.dinky
11651	감방 문	jail door	SheriffsOffice.dinky
11652	그 감방 문	the jail door	SheriffsOffice.dinky
11653	보안관과 검시관	Sheriff and Coroner	SheriffsOffice.dinky
11654	the	the	SheriffsOffice.dinky
11655	다섯 시 막 지났네.	It's just after five o'clock.	Bank.dinky
11656	이 그림 어디서 본 것 같은데.	I think I've seen this painting somewhere before.	Bank.dinky
11657	인상적이네!	Impressive!	Bank.dinky
11658	은행 홍보 전단이네.	It's a promotional bank flyer.	Bank.dinky
11659	은행 전단 남은 게 없어.	No bank flyers left.	Bank.dinky
11660	척 삼촌의 '필립의 위험한 기계'네.	It's Uncle Chuck's “Philipp's Dangerous Dövice.”	Bank.dinky
11661	은행원이 압류품이 방사능 먼지가 되지 않게 안전하게 보관하고 있나 보네.	I guess the banker is keeping it safe so his repossession doesn't turn to radioactive dust.	Bank.dinky
11662	은행 공식 전화기네.	It's an official bank phone.	Bank.dinky
11663	안 쓰는 게 낫겠지, 중요한 은행 업무로 전화 올 수도 있으니까.	I probably shouldn't, someone with important bank business might call.	Bank.dinky
