text_id	de
21307	간판 보고 여기가 빵집일 줄 알았어요.
21308	미안해요, 자기!
21309	여기 원래 '리키의 케이크'였는데, 지금은 진공관을 팔거든요!
21310	정말 흥미진진한 인생을 사시네요.
21311	흥미로운 전환이네요!
21312	당신 인생 얘기 들을 시간 없어요.
21313	진공관이 필요하면 누구한테 물어봐야 할지 알겠네요!
21314	그럼 당신한테 얘기하고 싶은 게 있어요.
21315	아쉽네요. 체리 파이 한 조각을 정말 기대하고 있었는데.
21316	말할 필요도 없죠.
21317	컬렉션이 꽤 많으시네요!
21318	아무튼, 저는 특수요원 레이입니다.
21319	아무튼, 저는 특수요원 레예스예요.
21320	몇 가지 질문이 있어요.
21321	만나서 반가워요!
21322	저는 리키 리예요, 이 작은 가게 주인이고요.
21323	뭘 도와드릴까요, 자기?
21324	튜브를 찾고 있어요.
21325	튜브를 찾고 있어요. 친구 것으로요. 저 말고요.
21326	강가의 시체에 대해 아는 거 있어요?
21327	살인자에 대해 정말 짐작 가는 거 없어요?
21328	그렇게 사람을 잘 믿으시다니 순진하시네요.
21329	누굴 믿을지는 조심하겠다고 약속만 해주세요.
21330	이제 케이크는 안 파시니까, 가게 이름이 지금 뭐예요?
21331	왜 케이크 파는 걸 그만두신 거예요?
21332	왜 대신 진공관을 팔기로 하신 거예요?
21333	진공관 파는 게 진짜로 이렇게 행복하세요?
21334	척에 대해 어떻게 생각하세요?
21335	그럼 마을 상황에 대해서는 어떻게 생각하세요?
21336	간판 새로 하신 거 봤어요.
21337	새 간판 멋지네요!
21338	가게 이름 짓는 게 그렇게 어렵지 않을 텐데요.
21339	이름 정하는 데 왜 그렇게 힘들어하셨어요?
21340	간판은 어떻게 그렇게 빨리 칠하신 거예요?
21341	오늘은 여기까지요, 마을 떠나지 마세요.
21342	잘 모르겠어요.
21343	전환한 뒤로 아이디어 몇 개를 계속 고민 중이거든요.
21344	혹시 제안해주실 거 없으세요?
21345	골빈 튜브™.
21346	쩌는 튜브™.
21347	튜브 나라™.
21348	튜브-타스틱™.
21349	튜브 타운™.
21350	너 튜브™.
21351	정말 좋은 이름이네요.
21352	오늘 자기가 여기 들러줘서 정말 운이 좋았어요. 낯선 사람의 친절함이란 정말 놀랍네요.
21353	도움이 됐다니 다행이에요.
21354	부자 되면, 나한테 몫 좀 떼줘.
21355	아, 네, 그거 들었어요!
21356	정말 슬프네요, 불쌍한 사람.
21357	여기 사람 중에 그런 끔찍한 짓을 할 사람이 있다고는 상상도 안 되네요.
21358	오, 절대 아니에요!
21359	팀블위드 파크 사람이 살인자일 리가 없다고 저는 한순간도 안 믿어요!
21360	분명 떠돌이거나, 지나가던 그 못된 도시 사람들 중 하나였을 거예요.
21361	여러분 같은 대도시 요원들은 이렇게 좋은 작은 마을에서 사는 게 어떤 건지 이해 못 하실 거예요.
21362	근데 저는 이 사람들을 알아요, 저한테는 가족 같은 사람들이라고요!
21363	몇몇은 좀 별나긴 하지만, 그중 누구도 살인자라고는 도저히 상상이 안 돼요.
21364	음, 저한테 선택의 여지가 별로 없었어요.
21365	예전엔 제 머핀이랑 파이 사려고 사람들이 블록을 돌아서 줄을 섰는데, 지난 몇 년 동안 장사가 정말 부진해졌어요.
21366	근데 불평은 안 해요, 왜냐면 그 덕에 완전히 새로운 방향으로 갈 기회가 생겼으니까요!
21367	음, 자기, 그게 정말 신기한 일이었어요!
21368	처음엔 그냥 빵집을 도우려고 집에 굴러다니던 여분 몇 개만 팔았거든요.
21369	근데 금방 이 녀석들이 제 선반에서 상해가던 그 따끈한 케이크보다 더 잘 팔리더라고요!
21370	오 물론이죠, 이 튜브들이 제 인생의 소명이에요!
21371	매일 갓 구운 빵 냄새가 그리울 줄 알았는데, 튜브에서 나는 오존 냄새가 그것보다 더 좋아요!
21372	그리고 그 전기 불빛은 갓 오븐에서 나온 애플파이만큼이나 따뜻해요.
21373	오, 척 에드먼드가 돌아가신 게 정말 슬퍼요.
21374	그분은 제 영웅이었어요.
21375	그분의 호황 경제가 저희한테 빵집을 줬고, 이제 그분의 튜브 기반 기술이 제 가게를 계속 열어둘 기회를 주고 있어요.
21376	이게 딱 이 마을에 필요한 활력이라고 생각해요!
21377	사람들이 말하는 것만큼 나쁘지 않아요!
21378	가게 몇 개가 문을 닫긴 했는데, 그냥 새롭고 신선한 사업들이 마을에 다시 활기를 가져다줄 자리를 만드는 것뿐이에요.
21379	머지않아 마을이 완전히 새로워질 거라고 확신해요.
21380	안타까운 소식이 있어요.
21381	재고가 이월 주문 상태인 것 같아요. 찾으시는 다른 튜브 있으세요?
21382	여기 튜브가 정말 많아요. 3000종이 넘는 제조사랑 모델이 있죠.
21383	두 글자 모델 식별자 아세요?
21384	NC
21385	AQ
21386	WC
21387	WTF
21388	OMG
21389	튜브는 이제 충분해요. 감사해요.
21390	그건 두 글자 모델 식별자가 아닌데요, 자기.
21391	그건 유효한 튜브 제조사랑 모델 번호가 아니에요, 자기.
21392	그럼 제조 번호는 뭐예요?
21393	23
21394	97
21395	1138
21396	44
21397	1701
21398	0
21399	그럼 제조 번호는 뭐예요?
21400	666
21401	59009
21402	69
21403	7734
21404	25
21405	누가 신경이나 써.
21406	그럼 제조 번호는 뭐예요?
21407	65
21408	66
21409	67
21410	68
21411	백만.
21412	E+7.
21413	재고 있는지 한번 볼게요.
21414	오, 하이드런트트론™ 튜브 중 하나가 또 나갔어요?
21415	어, 네. 피전 시스터스한테 하나 당장 필요하대요.
21416	어, 네. 피전 브라더스한테 하나 당장 필요하대요.
21417	알겠어요, 마을 계정으로 달아둘게요.
21418	아, 네, 여러분 요원들이 와서 도와주신 거 정말 감사했어요!
21419	이름 정하는 데 정말 막혀 있었거든요.
21420	도시 사람들은 말장난이랑 세탁기로 빨 수 있는 정장이 정말 세련되네요.
21421	음, 저는 그렇게 창의적인 사람이 아니에요.
21422	그러니까, 제 빵집 이름도 '리키의 케이크'였잖아요!
21423	새 브랜드로 좀 재치 있게 해보려고 했는데, 저는 마케팅 전문가는 절대 아니거든요!
21424	제가 그냥 피전 브라더스한테 시스터스라고 불렀네요.
21425	그 사람들 배관공인 줄 알았는데요?
21426	오 아니에요. 페인트칠, 전기, 초자연 현상 조사까지 온갖 일을 다 해요.
21427	그러니까, 뭐 그런 거요.
21428	알겠어요, 자기.
21429	필요하면 불러주세요!
21430	어머, 안녕하세요, 리키의 튜브 가게에 오신 걸 환영해요.
21431	어머, 안녕하세요, 리키의 '골빈 튜브™'에 오신 걸 환영해요.
21432	어머, 안녕하세요, 리키의 '쩌는 튜브™'에 오신 걸 환영해요.
21433	어머, 안녕하세요, 리키의 '튜브 나라™'에 오신 걸 환영해요.
21434	어머, 안녕하세요, 리키의 '튜브-타스틱™'에 오신 걸 환영해요.
21435	어머, 안녕하세요, 리키의 '튜브 타운™'에 오신 걸 환영해요.
21436	어머, 안녕하세요, 리키의 '너 튜브™'에 오신 걸 환영해요.
21437	여러분 요원들이 벌써 마을을 떠난 줄 알았어요!
21438	살인 사건도 다 해결됐고 그러니까요.
21439	아직 마무리할 일이 몇 개 남았어.
21440	그냥 세세한 부분들 정리하는 거예요, 부인.
21441	뭐라고 해야 할까... 이 촌구석이 정들었어.
21442	구경 좀 하려고요!
21443	실시간 중계 듣고 싶으면 덜 짜증나는 사람한테 물어봤겠지.
21444	잘못된 정보를 들으신 것 같네요, 부인.
21445	그건 기밀입니다.
21446	음, 행운을 빌어요!
21447	뭘 도와드릴까요, 자기?
21448	거리에 미친놈 하나 줄어드니 좋아요?
21449	이제 살인자가 감옥에 있으니까 더 안전하게 느껴지시겠어요?
21450	모든 증거가 그 부랑자가 그랬다고 말하는데요.
21451	근데 증거는 윌리가 살인자라고 말하는데요!
21452	그 사람이 결백하다고 생각하면 바보인 거예요.
21453	정말로 윌리가 결백하다고 생각하세요?
21454	진공관 농담 아는 거 있어요?
21455	이 농담 얘기 다시 한번 해보죠.
21456	빵집 농담 하나만요!
21457	농담 더 있어요?
21458	안녕히 계세요.
21459	오 세상에, 아니에요! 저는 그 어느 때보다 기분이 안 좋아요!
21460	불쌍한 늙은 윌리가 그런 짓을 했다는 걸 믿을 수가 없어요!
21461	그게 사실이면 이 마을에 대해 이제 뭘 생각해야 할지 모르겠어요!
21462	오 증거는 무슨 증거예요!
21463	저는 어릴 때부터 윌리를 알았어요, 그때 시계 수리점을 하고 있었거든요.
21464	그리고 정말이지, 그 사람은 파리 한 마리도 못 해칠 사람이라고 장담할 수 있어요!
21465	저는 그 사람이 안 그랬다고 너무 확신해서, 만약 그랬다면 다이너에서 핫도그도 먹을 수 있어요.
21466	그리고 데이브가 완전 픽셀 깨진 것들 교체할 때 바닥에 떨어뜨리는 거 저도 알거든요.
21467	으엑.
21468	그러니까요.
21469	제가 부정하는 걸 수도 있지만, 저는 그냥 윌리가 살인자로는 안 보여요. 절대로, 무슨 일이 있어도요!
21470	아뇨, 진공관 농담은 아는 게 없어요.
21471	근데 케이크 가게 하던 시절 빵집 유머는 좀 알아요!
21472	하나 들어보실래요?
21473	좋아요.
21474	아니요.
21475	빵집 주인은 왜 월급 가불을 요청했을까요?
21476	약물 문제가 있어서요?
21477	밀가루를 더 사야 해서요?
21478	도박 빚이 있어서요?
21479	탈세 때문에요?
21480	반죽(도우)이 필요했으니까요!
21481	히히! 저는 좋은 빵집 농담이 좋아요!
21482	이 마을 진짜 멍청하네.
21483	하하! 알겠어요, '도우'가 돈을 뜻하는 속어니까!
21484	저는 그냥 진공관 농담만 듣고 싶었어요, 죄송해요.
21485	빵집보다 롤(roll)이 더 많은 게 뭘까요?
21486	롤스로이스요?
21487	롤러블레이드 100켤레 신은 지네요?
21488	그 대용량 할인매장 같은 데요?
21489	아무것도 없어요, 왜냐면 빵집에 롤이 제일 많으니까요!
21490	틀렸어요! 바로 니 엄마죠!
21491	허! 그거 기억해둬야겠다.
21492	저희 엄마에 대해 뭐라고 하신 거예요?!
21493	말씀드리는데 안나마리아 레예스는 성녀 같은 분이세요!
21494	그리고 16파운드짜리 아기를 낳은 여성치고는 완전 날씬한 골반을 가지셨다고요!
21495	미안해요, 자기! 엄마 얘기에 그렇게 예민하신 줄 몰랐어요!
21496	분명 사랑스러운 분이실 거예요.
21497	그럼요, 완전 맞는 말씀이세요!
21498	그냥 이 얘기는 여기서 덮죠.
21499	미안해요, 자기! 다 떨어졌어요!
21500	근데 우체국에 있는 그 다정한 조지 할아버지한테 물어보세요!
21501	그 사람 완전 웃긴 사람이에요!
21502	자주 좀 와요, 자기!
21503	S&D 다이너에 오신 걸 환영해요.
21504	그냥 알아두시라고 하는 말인데...
21505	팀블위드 니켈지에 실린 그 보톨리누스균 기사는 명예훼손이었어요.
21506	그러니까...
21507	뭘 도와드릴까요, 자기?
21508	저는 연방 요원입니다, 그 시체에 대해 아는 거 있어요?
21509	요원들 상대로 장난치지 말고, 아는 거 말해.
21510	저희는 연방요원이에요, 믿으셔도 돼요. 또 뭘 아세요?
21511	다른 살인 사건들이라뇨?
21512	살인 사건에 대해 누구랑 얘기해보라고 하셨죠?
21513	보안관은 왜 그래요? 좀 이상한 것 같던-데레노.
21514	검시관이랑 보안관이 같은 사람이잖아요!
21515	말투가 어떻게 같은 사람이 아니라는 걸 증명하는데요?!
21516	음식 좀 주문하고 싶은데요.
21517	이 마을은 왜 이래요, 가게 대부분이 버려진 것 같은데?
21518	마을 떠나지 마세요, 지켜보고 있으니까.
21519	도와주셔서 감사해요, 질문 더 있으면 다시 올게요.
21520	그렇게 많진 않고, 그냥 아침 식사하러 온 손님들 잡담뿐이에요.
21521	그리고 저는 곤란해지고 싶지 않아요, 특히 그 사람처럼 미친 사람이랑 엮여서는요.
21522	나 얘기하는 거 아니지?
21523	닥쳐, 데이브.
21524	알겠어요 자기, 근데 저한테 들었다고는 하지 마세요.
21525	저 오래된 서커스에 사는 그 미친 광대를 조사해보시면 좋을 것 같아요.
21526	서커스가 몇 년 전에 문 닫은 이후로 계속 거기 있어요.
21527	화장을 한 번도 안 지워요.
21528	저 오래된 버려진 서커스에 사는 그 미친 광대요.
21529	저는 그 사람이 이 살인 사건 전부 저질렀다는 데 걸겠어요.
21530	제가 너무 많이 말했네요, 그리고 영장도 안 보이고요.
21531	네, 좀 별난 사람이긴 한데, 검시관에 비하면 아무것도 아니에요.
21532	이 마을 전체가 지난 몇 년 동안 완전 이상해졌어요.
21533	완전 미친 동네죠.
21534	음, 눈 주변은 좀 닮은 것 같기도 한데, 그게 다예요.
21535	보안관은 그 짜증나는 '레노'를 하고 검시관은 그 짜증나는 '어후'를 하거든요.
21536	그게 둘이 같은 사람이 아니라는 걸 거의 증명해주죠.
21537	질문을 참 많이 하시네요, 아마 안 물어봐야 할 것들을요.
21538	저는 연방 요원입니다. 이게 제 일이에요.
21539	저 이미 너무 많이 말했어요.
21540	그럼요, 메뉴판에 다 있어요, 뭘 드릴까요?
21541	햄버거 주세요.
21542	이제 그 햄버거 먹을 준비 됐어요.
21543	핫도그 주세요.
21544	파이 주세요.
21545	슈바인학세 주세요.
21546	샐러드 주세요.
21547	법 집행기관 할인 있어요?
21548	배 안 고픈 것 같네요.
21549	그리고 '할인'이라는 건, 그냥 공짜라는 뜻이야.
21550	무슨 말인지 알겠어요 자기, 그리고 네, 해드릴게요.
21551	미안해요 자기, 그 핫도그들 곧 상할 것 같아서, 그것들 다 나가기 전엔 새 햄버거 포장을 못 뜯어요.
21552	좋아요 자기, 이제 핫도그들 처리하는 거 도와주셨으니까, 햄버거 드릴게요.
21553	{face_right}데이브, 하나 태우고, 정원 통과시켜서 장미 하나 꽂아줘요.
21554	준비됐어! 혹시 몰라서 그릴 구석에 하나 아껴뒀지.
21555	미안해요, 데이브가 마지막 조각 먹었어요.
21556	봐요 데이브! 손님이 원할 거라고 내가 말했잖아요.
21557	그 외국 도시 사람들이 이 파이를 진짜 좋아하거든요.
21558	근데 '아니이이'라고 하셨잖아요.
21559	그 도시 사람들 이제 안 올 것 같으니까, 나 파이 좀 줘.
21560	상하기 시작하던 참이었어요.
21561	닥쳐, 데이브.
21562	미안해요 자기, 외국인 사업가가 며칠 전 밤에 마지막 하나 가져갔어요.
21563	지난 몇 주 동안 이국적인 음식에 큰 붐이 있었거든요.
21564	미안해요, 샐러드 다 떨어졌어요.
21565	진딧물 소동이 있었거든요.
21566	몸매 관리하시는 거예요? 잘하셨네요, 자기.
21567	근데 저희 샐러드 다 떨어졌어요.
21568	샐러드 좀 더 먹어야 할 사람 하나 아는데.
21569	닥쳐, 데이브.
21570	예전엔 트라이카운티 지역의 문화 중심지였어요.
21571	매일 밤 호텔에서 파티가 열렸고요.
21572	유명인들이 에드먼드 저택을 방문했었죠.
21573	그 시절엔 돈 안 버는 게 더 어려울 정도였어요.
21574	물론, 이건 제가 태어나기 전 얘기예요.
21575	그리고 베개 공장이 불타버린 뒤로 이 마을은 데이브의 성욕보다도 더 빠르게 말라가고 있어요.
21576	그렇지 않아요, 데이브?
21577	그래서 광대 랜섬이 그렇게 소름 끼치는 거예요...
21578	그러니까 가서 살인죄로 체포하셔야 해요.
21579	흥미로운 이야기네요.
21580	가서 확인해볼게요.
21581	언제든지요.
21582	{stand_right}
21583	우리 어디서부터 잘못된 걸까, 데이브?
21584	모르겠어.
21585	근데 이것만 잘 해내면, 다시 괜찮아질 것 같아.
21586	사랑해, 데이브.
21587	그냥 예전처럼 돌아갔으면 좋겠어.
21588	나도 그래, 내 사랑 머핀.
21589	내 포옹 케이크.
21590	S&D 다이너에 오신 걸 환영해요.
21591	뭘 도와드릴까요, 자기?
21592	장사는 어때요?
21593	괜찮으세요?
21594	지금 되게 수상하게 행동하시는데요.
21595	베개 공장에 대해 많이 아세요?
21596	음식 좀 주문하고 싶은데요.
21597	일단 안녕히 계세요.
21598	그게 무슨 뜻이에요?
21599	그냥 잡담하는 거예요, 부인.
21600	장사가 어떻게 돼가냐는 뜻이야.
21601	지금 영어를 못 알아듣는 거야, 뭐야?
21602	이런 사생활 침해하는 질문에 대답할 필요 없어요, 그거 위헌이라고요!
21603	잘한다, 자기야.
21604	닥쳐, 데이브!
21605	좀 예민해 보이시네요, 부인.
21606	지금 뭔가 숨기는 사람처럼 들려서 그래.
21607	저 아무것도 안 숨겨요, 그리고 영장 없이 심문받는 거 못 참아요!
21608	그래, 우리 묵비권 행사할 거야!
21609	닥쳐, 데이브!
21610	정말 괜찮으신 거 맞아요?
21611	그만 얼버무리고 무슨 일인지 그냥 말하지 그래.
21612	아니면 시내로 데려가서 심문 좀 받게 할 수도 있고.
21613	아무 일도 없어요!
21614	그리고 왜 다시 여기 오신 거예요?! 살인 사건 종결됐잖아요, 그렇죠?!
21615	그냥 행정적으로 마무리할 게 몇 개 남아서요.
21616	아.
21617	음 그런 거면, 더 필요한 거 있으세요, 자기?
21618	베개 공장이요?
21619	딱히 아는 건 없고, 그냥 화재 이후로 계속 문 닫혀 있다는 거뿐이에요.
21620	그리고 그게 우리 마을이 예전에 잘나갔던 이유이기도 했고.
21621	닥쳐, 데이브!
21622	그럼요, 메뉴판에 다 있어요, 뭘 드릴까요?
21623	햄버거 주세요.
21624	이제 그 햄버거 먹을 준비 됐어요.
21625	핫도그 주세요.
21626	파이 주세요.
21627	샐러드 주세요.
21628	배 안 고픈 것 같네요.
21629	미안해요 자기, 그 핫도그들 곧 상할 것 같아서, 그것들 다 나가기 전엔 새 햄버거 포장을 못 뜯어요.
21630	좋아요 자기, 이제 핫도그들 처리하는 거 도와주셨으니까, 햄버거 드릴게요.
21631	{face_right}데이브, 하나 태우고, 정원 통과시켜서 장미 하나 꽂아줘요.
21632	준비됐어! 혹시 몰라서 그릴 구석에 하나 아껴뒀지.
21633	미안해요, 데이브가 마지막 조각 먹었어요.
21634	봐요 데이브! 손님이 원할 거라고 내가 말했잖아요.
21635	그 외국 도시 사람들이 이 파이를 진짜 좋아하거든요.
21636	근데 '아니이이'라고 하셨잖아요.
21637	그 도시 사람들 이제 안 올 것 같으니까, 나 파이 좀 줘.
21638	상하기 시작하던 참이었어요.
21639	닥쳐, 데이브.
21640	미안해요, 샐러드 다 떨어졌어요.
21641	진딧물 소동이 있었거든요.
21642	몸매 관리하시는 거예요? 잘하셨네요, 자기.
21643	근데 저희 샐러드 다 떨어졌어요.
21644	샐러드 좀 더 먹어야 할 사람 하나 아는데.
21645	닥쳐, 데이브.
21646	언제든지요.
21647	지도도 없이 그냥 카운티를 이리저리 헤매고 다닐 순 없지.
21648	너무 쉽게 길을 잃을 수 있고, 살인범도 아직 활보하고 있으니-까레노.
21649	아까도 말했지만, 지도도 없이 그냥 카운티를 이리저리 헤매고 다닐 순 없어.
21650	법은 법이-야레노, 지도 없이 돌아다니는 건 안 돼-레노.
21651	연방 요원 학교에서 규칙 지키는 거 안 가르쳐줬나?
21652	슬슬 짜증이 나기 시작하는-군레노!
21653	여기 '공식' 지도가 있는데요.
21654	저는 연방 요원이에요, 제 몸은 제가 알아서 챙길 수 있어요.
21655	지도요? 진심이세요?
21656	그 '공식 지도'는 어디서 구할 수 있죠?
21657	어림도 없죠, 연방요원은 절대 포기 안 해요.
21658	그 '공식 지도'는 어디서 찾을 수 있죠?
21659	먹어치워야 할 도넛 좀 있지 않아요?
21660	그래요, 맞는 말이네요. 마을로 돌아가서 지도를 찾아봐야겠어요.
21661	그리고 아주 훌륭한 요원이겠지, 확실히...
21662	...근데 여기는 법이 있어서 다들 공식 지도를 가지고 있어야 하네.
21663	오 그래, 아무 지도나 말고, 공식 지도여야 해.
21664	음, 카운티에 그게 완전히 다 떨어졌-어레노.
21665	이거 자네 수사에 정말 차질이 생기겠구먼.
21666	본사도 이해해줄 걸-세레노.
21667	이 사건은 '미해결'로 표시할까?
21668	음, 카운티에 그게 완전히 다 떨어졌-어레노.
21669	이거 자네 수사에 정말 차질이 생기겠구먼.
21670	오, 그렇군.
21671	음, 그거 진짜 그럴싸해 보이는-군레노.
21672	흠...
21673	이상하군... 분명 내가...
21674	음...
21675	법은 법이니 어쩔 수 없지.
21676	이 지도들을 전부 퀴키팔에 돌려줘야 할 것 같군.
21677	아니면 '연방요원들은 절대 포기 안 한다'고 해야 하-나레노.
21678	그렇군.
21679	지금 날 놀리는 거군.
21680	음, 나한테 딱 걸렸군. 저 도넛들이 저절로 없어지진 않을 테니.
21681	...근데 여기는 법이 있어서 다들 공식 지도를 가지고 있어야 하네.
21682	도넛 맛있겠다...
21683	여기서 보는 경치가 참 좋다는 건 인정해야-지레노.
21684	{flip_coin3}안녕하신가. 나는 팀블위드 파크 보안관일세.
21685	연방 요원들을 부른 기억은 없는-데레노.
21686	그게 자네들인가? 연방요원?
21687	정부 지급 양복 못 알아보기도 힘들지.
21688	그래 맞다, 우리 연방요원이다.
21689	맞습니다, 저희는 연방 요원입니다.
21690	그 촌구석 콩트는 집어치우고, 이 사건은 우리가 맡는다.
21691	그 시체를 강에서 얼마나 더 썩게 놔둘 생각이었어요?
21692	나는 레이 요원이고 이쪽은... 어... 내 파트너.
21693	저는 레예스 요원이고 이쪽은 제 파트너 레이 요원입니다.
21694	여기 파이 맛있게 하는 데 알아요?
21695	여기 미트로프 맛있게 하는 데 알아요?
21696	여기 햄버거 맛있게 하는 데 알아요?
21697	여기 핫도그 맛있게 하는 데 알아요?
21698	여기 키슈 맛있게 하는 데 알아요?
21699	여기 코코뱅 맛있게 하는 데 알아요?
21700	여기 타코 맛있게 하는 데 알아요?
21701	여기 소시지롤 맛있게 하는 데 알아요?
21702	여기 바나나빵 맛있게 하는 데 알아요?
21703	그냥 그 가게 문 닫게 하지 그래요?
21704	저 아래 다이너 한번 가봐, 근데 아무도 거기서 안 먹지만...
21705	*속삭이며* 보툴리누스균.
21706	*속삭이며* 대장균.
21707	*속삭이며* 흑사병.
21708	*속삭이며* 부틸화 히드록시톨루엔.
21709	*속삭이며* 배터리 산.
21710	*속삭이며* 발톱 각질.
21711	*속삭이며* 곰팡이.
21712	*속삭이며* 코딱지.
21713	*속삭이며* 발가락 때.
21714	내가 왜 그러겠나? 나는 법 집행관 5% 할인 받는데.
21715	그 강은 옛날 베개 공장에서 나온 화학물질로 하도 꽉 차서...
21716	...포름알데히드 통 안에 두는 것보다 저기 두는 게 차라리 낫지.
21717	{chuckle}
21718	어어... 진정해-레노, 그렇게 날 세울 것까진 없잖아.
21719	만나서 반갑-네레노, 요원 양반들.
21720	우리 동네 그 작은 살인 사건에 대해 들은 모양이-군레노.
21721	우리 동네 그 작은 살인 사건 때문에 온 모양이-군레노.
21722	살인에 '작은' 건 없습니다, 선생님.
21723	{notalk} *한숨*
21724	신경 쓰지 마세요... 얘가 신참이라서요.
21725	다들 시간 낭비할 필요 없-지레노.
21726	이 컷신이 점점 길어지고 있는데 앞으로 더 길어지기만 할 거야.
21727	검시관 찾아서 얼른 보내드리지.
21728	레슬링이 8시에 시작하거든.
21729	TV로 보는 거였으면 좋겠네요.
21730	{flip_coin2}검시관이 사무실에서 기다리고 있으니, 끝나면 나한테 오게.
21731	불이 다 꺼져있어서 미안하-네레노. 우리는 자네들 도시 사람들처럼 밤늦게까지 안 열어놓거-든레노.
21732	살인 사건이어도요?
21733	살인 사건이면 특히 더 그렇죠.
21734	그건 말이 안 되는데...
21735	우리 사람들 쏴도 되는 권한 있-나레노?
21736	{flip_coin3}안녕하신가-어후, 나는 팀블위드 파크 검시관일세.
21737	미래에 오신 걸 환영하네-어후!
21738	이게 필로트로닉스 사에서 만든 최신 범죄 수사 컴퓨터들일세.
21739	이건 아마 자네들 연방요원들-어후한테도 꽤 첨단일 걸세.
21740	오, 어디 한번 알려주시죠.
21741	레이 요원, 그 비꼬는 유머-어후 정말 마음에 드는군.
21742	유머 아닌데요.
21743	하하, 또 그러시는군.
21744	이 컴퓨터들이 어떤 도움을 줄 수 있는지 관심 있습니다, 정말 멋져 보이네요.
21745	{notalk} *한숨*
21746	그래, 기꺼이 설명해주지. 설명하는 게 너무 좋아서 말이야-어후.
21747	받아 적는 게 좋을 걸세.
21748	이미 하고 있습니다.
21749	블러드트론 3000™에 대해 얘기해주세요.
21750	블러드트론 3000™이 뭐 하는 거였죠?
21751	핑거트론 3000™에 대해 얘기해주세요.
21752	핑거트론 3000™ 다시 설명해주실래요?
21753	페이스트론 3000™에 대해 얘기해주세요.
21754	그래서, 페이스트론 3000™이 뭐 하는 거였죠?
21755	혹시 보안관님-레노 아니세요?
21756	이 컴퓨터들로 베개 공장 화재도 조사했어요?
21757	컴퓨터들이 그 화재에 대해 틀렸을 수도 있을까요?
21758	필로트로닉스랑 그 화재 사이에 이해충돌 있는 거 아니에요?
21759	흥미롭네요, 이 정도면 충분히 들은 것 같아요.
21760	이게 블러드트론 3000™일세.
21761	피 묻은 물건 두 개를 넣으면 혈액형을 매칭해서 보고서를 출력해주지-어후.
21762	맞아레노. 핑거트론 3000™.
21763	알려진 범죄자들의 지문 등록부랑 살인 무기에서 뜬 지문 테이프를 넣으면 매칭해준다네-어후.
21764	페이스트론 3000™...
21765	...아니면 내가 부르는 대로 하면...
21766	어디 맞혀볼까요... 페이스-레노?
21767	하하. 아니, 그건 보안관이 부르는 이름이야. 자네들 도시 사람들-어후 참 웃기는군.
21768	그냥 한 사람의 사진 두 장을 넣으면 일치 여부를 확인해준다네.
21769	당연히 그랬지!
21770	컴퓨터 네 대가 전부 화재 원인이 공장 경비원이라고 확실히 나왔어.
21771	의심의 여지-어후 없이 말이야.
21772	이 컴퓨터들이 아니라니. 필로트로닉스가 만든 최첨단-어후 컴퓨터들이야.
21773	완벽하게 틀림없지.
21774	어, 이보게나...
21775	필로트로닉스랑 그 창업자 척은 나무랄 데가 없는 사람이야.
21776	척이 이 마을을 세웠고 컴퓨터랑 베개의 천재였다고.
21777	연방 요원들이 이 사건을 다시 들여다보는 건가? 20년 전에 이미 해결된 건데.
21778	아니요, 그냥 궁금해서요. 얘가 베개 공장 화재 덕후거든요.
21779	컴퓨서브 채팅방까지 만들었다니까요.
21780	{flip_coin}오 이런, 아니야. 하하. 아니, 아니, 아니지-어후.
21781	사람들이 눈매가 좀 닮았다곤 하는데...
21782	근데 우리는 콩깍지 속 콩알-어후들만큼이나 다르다네-어후.
21783	게다가 보안관은 뭐든지 그 짜증나는 '레노'를 붙이잖나.
21784	나는 절대 그렇게-어후 안 한다네.
21785	그러시겠죠. 뭐든.
21786	정말 인상적이네요, 선생님. 이걸로 수사 시간이 많이 줄겠어요.
21787	{notalk} *한숨*
21788	그 놀라운 아레스트트론 3000™에 대한 자세한 설명은 보안관 사무실 가서 들어보게. 나는 서류 작업이 좀 있어서-어후.
21789	오, 하마터면 잊을 뻔했군...
21790	이 트론 기계들은 전부 음성으로 작동하니까, 정보가 필요하면 그냥 '말하기'로 걸면 되네.
21791	마치 우리가 미래적인 2017년에 살고 있는 것 같지 않나.
21792	{flip_coin}또 만났-군레노, 요원 양반들.
21793	검시관이 우리 최첨단 컴퓨터들에 대해 다 알려줬길 바라-네레노.
21794	정말 대단한 컴퓨팅 파워를 갖고 계시네요.
21795	당신도 검시관님 맞으시죠?
21796	당신이... 아니 검시관님이... 아레스트트론에 대해 뭐라고 하셨는데요?
21797	20년 전 베개 공장 화재에 대해 또 아시는 거 있어요?
21798	그 화재, 장비 결함으로 시작된 건 아니었을까요?
21799	{flip_coin}오 이런, 아니야. 하하. 아니, 아니, 아니-지레노.
21800	사람들이 눈매가 좀 닮았다곤 하는데...
21801	근데 우리는 콩깍지 속 콩알들만큼이나 다르다-네레노.
21802	게다가 검시관은 뭐든지 그 짜증나는 '어후'를 붙이잖나.
21803	나는 절대 그렇게 안 한다-네레노.
21804	그렇다-네레노.
21805	전부 필로트로닉스에서 만든 최첨단 컴퓨터들이-지레노.
21806	완벽하게 틀림없어.
21807	공장에 있던 사람들 전부를 앗아간 끔찍한 화재였지.
